age,attrition,businesstravel,dailyrate,distancefromhome,education,environmentsatisfaction,hourlyrate,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,monthlyrate,numcompaniesworked,over18,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,attrition_flag,jobrole_Human Resources,jobrole_Laboratory Technician,jobrole_Manager,jobrole_Manufacturing Director,jobrole_Research Director,jobrole_Research Scientist,jobrole_Sales Executive,jobrole_Sales Representative,department_Research & Development,department_Sales,maritalstatus_Married,maritalstatus_Single,overtime_Yes,educationfield_Life Sciences,educationfield_Marketing,educationfield_Medical,educationfield_Other,educationfield_Technical Degree,gender_Male,monthlyincome_log
47.0,No,Travel_Rarely,1176,26,4,4,98,3,5,3,16581.0,5220,3,Y,11,3,3,80,1,27,2,3,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9.716073048676163
39.0,No,Travel_Rarely,170,3,2,3,76,2,2,3,3069.0,10302,0,Y,15,3,4,80,1,11,3,3,10,8,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8.029432840581244
40.0,No,Travel_Rarely,884,15,3,1,80,2,3,3,10435.0,25800,1,Y,13,3,4,80,2,18,2,3,18,15,14,12,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.253016646256619
35.0,No,Non-Travel,208,8,4,3,52,3,2,3,4148.0,12250,1,Y,12,3,4,80,1,15,5,3,14,11,2,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,8.330622620332868
37.0,No,Travel_Rarely,671,19,3,3,85,3,2,3,5768.0,26493,3,Y,17,3,1,80,3,9,2,2,4,3,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,8.660254034256889
39.0,No,Travel_Frequently,711,4,3,1,81,3,2,3,5042.0,3140,0,Y,13,3,4,80,0,10,2,1,9,2,3,8,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,8.525756422076725
45.0,No,Travel_Rarely,1329,2,2,4,59,2,2,4,5770.0,5388,1,Y,19,3,1,80,2,10,3,3,10,7,3,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8.660600654710967
38.0,No,Travel_Rarely,397,2,2,4,54,2,3,3,7756.0,14199,3,Y,19,3,4,80,1,10,6,4,5,4,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,8.956350940490871
35.0,Yes,Travel_Rarely,737,10,3,4,55,2,3,1,10306.0,21530,9,Y,17,3,3,80,0,15,3,3,13,12,6,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,9.240578555036793
37.0,No,Travel_Rarely,1470,10,3,2,71,3,1,2,3936.0,9953,1,Y,11,3,1,80,1,8,2,1,8,4,7,7,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,8.278174290943738
40.0,No,Travel_Rarely,448,16,3,3,84,3,3,4,7945.0,19948,6,Y,15,3,4,80,0,18,2,2,4,2,3,3,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,8.980423936374544
44.0,No,Travel_Frequently,602,1,5,1,37,3,2,4,5743.0,10503,4,Y,11,3,3,80,0,14,3,3,10,7,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,8.65591111072806
48.0,No,Travel_Frequently,365,4,5,3,89,2,4,4,15202.0,5602,2,Y,25,4,2,80,1,23,3,3,2,2,2,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,9.629248055780836
35.0,Yes,Travel_Rarely,763,15,2,1,59,1,2,4,5440.0,22098,6,Y,14,3,4,80,2,7,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,8.601718146485926
24.0,No,Travel_Frequently,567,2,1,1,32,3,1,4,3760.0,17218,1,Y,13,3,3,80,0,6,2,3,6,3,1,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,8.232440158470336
27.0,No,Travel_Rarely,486,8,3,2,86,4,1,3,3517.0,22490,7,Y,17,3,1,80,0,5,0,3,3,2,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,8.165647925297504
27.0,No,Travel_Frequently,591,2,3,4,87,3,1,4,2580.0,6297,2,Y,13,3,3,80,0,6,0,2,4,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,7.855932199718614
40.0,Yes,Travel_Rarely,1329,7,3,1,73,3,1,1,2166.0,3339,3,Y,14,3,2,80,0,10,3,1,4,2,0,3,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,7.681099001536359
29.0,No,Travel_Rarely,469,10,3,3,42,2,2,3,5869.0,23413,9,Y,11,3,3,80,0,8,2,3,5,2,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,8.677609912822142
36.0,No,Travel_Rarely,711,5,4,2,42,3,3,1,8008.0,22792,4,Y,12,3,3,80,2,9,6,3,3,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,8.988321188323683
25.0,No,Travel_Frequently,772,2,1,4,77,4,2,3,5206.0,4973,1,Y,17,3,3,80,2,7,6,3,7,7,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8.557759153162898
39.0,No,Travel_Rarely,492,12,3,4,66,3,2,2,5295.0,7693,4,Y,21,4,3,80,0,7,3,3,5,4,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,8.574707097616844
49.0,No,Travel_Rarely,301,22,4,1,72,3,4,2,16413.0,3498,3,Y,16,3,2,80,2,27,2,3,4,2,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,9.705889908189658
50.0,No,Travel_Rarely,813,17,5,4,50,2,3,1,13269.0,21981,5,Y,15,3,3,80,3,19,3,3,14,11,1,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9.493261127326253
20.0,No,Travel_Rarely,1141,2,3,3,31,3,1,3,2783.0,13251,1,Y,19,3,1,80,0,2,3,3,2,2,2,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,7.931644021454311
34.0,No,Travel_Rarely,1130,3,3,4,66,3,2,2,5433.0,19332,1,Y,12,3,3,80,1,11,2,3,11,8,7,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,8.600430789986293
36.0,No,Travel_Rarely,311,7,3,1,77,3,1,2,2013.0,10950,2,Y,11,3,3,80,0,15,4,3,4,3,1,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,7.607878073278507
49.0,No,Travel_Rarely,465,6,1,3,41,2,4,3,13966.0,11652,2,Y,19,3,2,80,1,30,3,3,15,11,2,12,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,9.54445268330577
36.0,No,Non-Travel,894,1,4,4,33,2,2,3,4374.0,15411,0,Y,15,3,3,80,0,4,6,3,3,2,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,8.383661798791715
36.0,No,Travel_Rarely,1040,3,2,4,79,4,2,1,6842.0,26308,6,Y,20,4,1,80,1,13,3,3,5,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8.830981510952498
54.0,No,Travel_Rarely,584,22,5,2,91,3,4,3,16581.0,18685,3,Y,25,4,3,80,1,36,6,3,10,8,4,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9.716073048676163
43.0,No,Travel_Rarely,1291,15,2,3,65,2,4,3,16581.0,3525,1,Y,24,4,1,80,1,14,3,3,14,10,6,11,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,9.716073048676163
35.0,Yes,Travel_Frequently,880,12,4,4,36,3,2,4,4581.0,10414,3,Y,24,4,1,80,0,13,2,4,11,9,6,7,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,8.42989086301344
38.0,No,Travel_Frequently,1189,1,3,4,90,3,2,4,4735.0,9867,7,Y,15,3,4,80,2,19,4,4,13,11,2,9,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,8.462948176563842
29.0,No,Travel_Rarely,991,5,3,1,43,2,2,2,4187.0,3356,1,Y,13,3,2,80,1,10,3,2,10,0,0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,8.339978571990427
33.0,No,Travel_Rarely,392,2,4,4,93,3,2,4,5505.0,3921,1,Y,14,3,3,80,2,6,5,3,6,2,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,8.613593685702552
32.0,No,Travel_Rarely,977,2,3,4,45,3,2,2,5470.0,25518,0,Y,13,3,3,80,2,10,4,2,9,5,1,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,8.607216694063826
31.0,No,Travel_Rarely,1112,5,4,1,67,3,2,4,5476.0,22589,1,Y,11,3,1,80,2,10,2,3,10,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,8.60831278478372
49.0,No,Travel_Rarely,464,16,3,4,74,3,1,1,2587.0,24941,4,Y,16,3,2,80,1,17,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,7.858640655620791
38.0,No,Travel_Frequently,148,2,3,4,42,2,1,2,2440.0,23826,1,Y,22,4,2,80,0,4,3,3,4,3,3,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7.80016307039296
47.0,No,Travel_Rarely,1225,2,4,2,47,4,4,2,15972.0,21086,6,Y,14,3,3,80,3,29,2,3,3,2,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9.678655075789957
49.0,No,Travel_Rarely,809,1,3,3,36,3,4,3,15379.0,22384,4,Y,14,3,1,80,0,23,2,3,8,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,9.640823243059636
41.0,No,Travel_Rarely,1206,23,2,4,80,3,3,3,7082.0,11591,3,Y,16,3,4,80,0,21,2,3,2,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,8.865452825753623
20.0,No,Travel_Rarely,727,9,1,4,54,3,1,1,2728.0,21082,1,Y,11,3,1,80,0,2,3,3,2,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,7.911690520708339
33.0,No,Non-Travel,530,16,3,3,36,3,2,4,5368.0,16130,1,Y,25,4,3,80,1,7,2,3,6,5,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,8.58839695042257
36.0,No,Travel_Rarely,1351,26,4,1,80,3,2,3,5347.0,7419,6,Y,14,3,2,80,2,10,2,2,3,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,8.584477938221834
44.0,No,Travel_Rarely,528,1,3,3,44,3,1,4,3195.0,4167,4,Y,18,3,1,80,3,8,2,3,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8.069655306886165
23.0,Yes,Travel_Rarely,1320,8,1,4,93,2,1,3,3989.0,20586,1,Y,11,3,1,80,0,5,2,3,5,4,1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,8.29154650988391
38.0,No,Travel_Rarely,1495,4,2,4,87,3,1,3,3306.0,26176,7,Y,19,3,4,80,1,7,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,8.103796712981794
53.0,No,Travel_Rarely,1395,24,4,2,48,4,3,4,7005.0,3458,3,Y,15,3,3,80,0,11,2,3,4,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,8.854522203757432
48.0,Yes,Travel_Frequently,708,7,2,4,95,3,1,3,2655.0,11740,2,Y,11,3,3,80,2,19,3,3,9,7,7,7,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,7.884576510596324
32.0,Yes,Travel_Rarely,1259,2,4,4,95,3,1,2,1393.0,24852,1,Y,12,3,1,80,0,1,2,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,7.2399325913204695
26.0,No,Non-Travel,786,7,3,4,76,3,1,4,2570.0,11925,1,Y,20,4,3,80,0,7,5,3,7,7,5,7,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,7.852050207265889
55.0,No,Travel_Rarely,1441,22,3,1,94,2,1,2,3537.0,23737,5,Y,12,3,4,80,1,8,1,3,4,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,8.17131687471973
34.0,No,Travel_Rarely,1157,5,2,2,57,2,2,4,3986.0,11912,1,Y,14,3,3,80,1,15,3,4,15,10,4,13,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,8.290794347381356
60.0,No,Travel_Rarely,370,1,4,3,92,1,3,4,10883.0,20467,3,Y,20,4,3,80,1,19,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,9.295049099903137
33.0,No,Travel_Rarely,267,21,3,2,79,4,1,2,2028.0,13637,1,Y,18,3,4,80,3,14,6,3,14,11,2,13,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,7.615298339825815
37.0,No,Travel_Frequently,1278,1,4,3,31,1,2,4,9525.0,7677,1,Y,14,3,3,80,2,6,2,2,6,3,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,9.161780181360806
34.0,No,Travel_Rarely,678,19,3,2,35,2,1,4,2929.0,20338,1,Y,12,3,2,80,0,10,3,3,10,9,8,7,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,7.982757702011113
23.0,Yes,Travel_Rarely,427,7,3,3,99,3,1,4,2275.0,25103,1,Y,21,4,2,80,1,3,2,3,3,2,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,7.730174795246222
44.0,No,Travel_Rarely,921,2,3,3,96,4,3,4,7879.0,14810,1,Y,19,3,2,80,1,9,2,3,8,7,6,7,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,8.972083182851925
35.0,No,Travel_Frequently,146,2,4,1,79,2,1,4,4930.0,13970,0,Y,14,3,3,80,0,6,2,4,5,4,1,4,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,8.503297086224126
43.0,No,Travel_Rarely,1179,2,3,4,73,3,2,4,7847.0,6069,1,Y,17,3,1,80,1,10,3,3,10,9,8,8,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,8.9680140012452
24.0,No,Travel_Rarely,581,9,3,3,62,4,1,3,4401.0,17616,1,Y,16,3,4,80,1,5,1,3,5,3,0,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,8.389814262086407
41.0,No,Travel_Rarely,918,6,3,4,35,3,3,3,9241.0,15869,1,Y,12,3,2,80,0,10,3,3,10,8,8,7,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,9.131513591430211
29.0,No,Travel_Rarely,1082,9,4,4,43,3,1,3,2974.0,25412,9,Y,17,3,3,80,1,9,2,3,5,3,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,7.99799931797973
36.0,No,Travel_Rarely,530,2,4,3,51,3,2,4,4502.0,7439,3,Y,15,3,3,80,0,17,2,2,13,7,6,7,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,8.412499120301572
45.0,No,Non-Travel,1238,1,1,3,74,2,3,3,10748.0,3395,3,Y,23,4,4,80,1,25,3,2,23,15,14,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,9.282568005973063
24.0,Yes,Travel_Rarely,240,22,1,4,58,1,1,3,1555.0,11585,1,Y,11,3,3,80,1,1,2,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.349873704738337
47.0,Yes,Travel_Frequently,1093,9,3,3,82,1,4,3,12936.0,24164,7,Y,11,3,3,80,0,25,3,1,23,5,14,10,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,9.467846701917901
26.0,No,Travel_Rarely,390,17,4,4,62,1,1,3,2305.0,6217,1,Y,15,3,3,80,3,3,3,4,3,2,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,7.743269700829004
45.0,No,Travel_Rarely,1005,28,2,4,48,2,4,2,16581.0,17119,1,Y,11,3,3,80,0,21,2,3,21,6,8,6,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,9.716073048676163
32.0,No,Travel_Frequently,585,10,3,1,56,3,1,3,3433.0,17360,6,Y,13,3,1,80,1,10,3,2,5,2,1,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,8.141481041457421
31.0,No,Travel_Rarely,741,2,4,2,69,3,1,3,3477.0,18103,1,Y,14,3,4,80,1,6,2,4,5,2,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,8.154212694914229
41.0,No,Non-Travel,552,4,3,3,60,1,2,2,6430.0,20794,6,Y,19,3,2,80,1,10,4,3,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.768885326134864
40.0,No,Travel_Rarely,369,8,2,2,92,3,2,1,6516.0,5041,2,Y,16,3,2,80,1,18,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,8.78216942633238
24.0,No,Travel_Rarely,506,29,1,2,91,3,1,1,3907.0,3622,1,Y,13,3,2,80,3,6,2,4,6,2,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8.270781013162674
46.0,No,Travel_Rarely,717,13,4,3,34,3,2,2,5562.0,9697,6,Y,14,3,4,80,0,19,3,3,10,7,0,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,8.623892810075294
35.0,No,Travel_Rarely,1370,27,4,4,49,3,2,3,6883.0,5151,2,Y,16,3,2,80,1,17,3,3,7,7,0,7,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,8.83695515733143
30.0,No,Travel_Rarely,793,16,1,2,33,3,1,4,2862.0,3811,1,Y,12,3,2,80,1,10,2,2,10,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,7.959625305098115
47.0,No,Non-Travel,543,2,4,3,87,3,2,2,4978.0,3536,7,Y,11,3,4,80,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,8.512984346642183
46.0,No,Travel_Rarely,1277,2,3,3,74,3,3,4,10368.0,5596,4,Y,12,3,2,80,1,13,5,2,10,6,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,9.246575864558277
36.0,Yes,Travel_Rarely,1456,13,5,2,96,2,2,1,6134.0,8658,5,Y,13,3,2,80,3,16,3,3,2,2,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8.721765357145012
32.0,Yes,Travel_Rarely,964,1,2,1,34,1,2,2,6735.0,12147,6,Y,15,3,2,80,0,10,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,8.815221555922163
23.0,No,Travel_Rarely,160,4,1,3,51,3,1,2,3295.0,12862,1,Y,13,3,3,80,0,3,3,1,3,2,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,8.100464891029363
31.0,No,Travel_Frequently,163,24,1,4,30,3,2,4,5238.0,6670,2,Y,20,4,4,80,0,9,3,2,5,4,1,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,8.56388591940822
39.0,No,Non-Travel,792,1,3,4,77,3,2,4,6472.0,8989,1,Y,15,3,4,80,1,9,2,3,9,8,5,8,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,8.77539495854551
32.0,No,Travel_Rarely,371,19,3,4,80,1,3,3,9610.0,3840,3,Y,13,3,3,80,1,10,2,1,4,3,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,9.170663554823284
40.0,No,Travel_Rarely,611,7,4,2,88,3,5,2,16581.0,4349,1,Y,14,3,2,80,0,21,3,2,21,8,12,8,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,9.716073048676163
45.0,No,Travel_Rarely,176,4,3,3,56,1,3,3,9756.0,6595,4,Y,21,4,3,80,2,9,2,4,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9.18574025510795
30.0,No,Travel_Frequently,1312,2,4,4,78,2,1,1,4968.0,26427,0,Y,16,3,4,80,0,10,2,3,9,7,0,7,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,8.51097389160232
24.0,No,Travel_Frequently,897,10,3,1,59,3,1,4,2145.0,2097,0,Y,14,3,4,80,1,3,2,3,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,7.671360923190644
30.0,Yes,Travel_Frequently,600,8,3,3,66,2,1,4,2180.0,9732,6,Y,11,3,3,80,1,6,0,2,4,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.687538766201629
31.0,No,Travel_Rarely,1003,5,3,1,51,3,2,3,8346.0,20943,1,Y,19,3,3,80,1,6,3,3,5,2,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,9.029657471850737
27.0,No,Travel_Rarely,1054,8,3,3,67,3,1,4,3445.0,6152,1,Y,11,3,3,80,0,6,5,2,6,2,1,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,8.144969417087875
29.0,Yes,Travel_Rarely,428,9,3,2,52,1,1,2,2760.0,14630,1,Y,13,3,3,80,0,2,3,3,2,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,7.923348211930154
29.0,No,Travel_Frequently,461,1,3,4,70,4,2,3,6294.0,23060,8,Y,12,3,4,80,0,10,5,4,3,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,8.747510946478448
30.0,No,Travel_Rarely,979,15,2,3,94,2,3,1,7140.0,3088,2,Y,11,3,1,80,1,12,2,3,7,7,1,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,8.87360810154911
34.0,No,Travel_Rarely,181,2,4,4,97,4,1,4,2932.0,5586,0,Y,14,3,1,80,3,6,3,3,5,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,7.983781068977451
33.0,No,Non-Travel,1283,2,3,4,62,3,2,2,5147.0,10697,8,Y,15,3,4,80,0,13,2,2,11,7,1,7,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,8.546363568716018
49.0,No,Travel_Rarely,1313,11,4,4,80,3,2,4,4507.0,8191,3,Y,12,3,3,80,0,8,1,4,5,1,0,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,8.413608875159667
33.0,Yes,Travel_Rarely,211,16,3,1,74,3,3,1,8564.0,10092,2,Y,20,4,3,80,0,11,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,9.05543941075822
38.0,No,Travel_Frequently,594,2,2,3,75,2,1,2,2468.0,15963,4,Y,14,3,2,80,1,9,4,2,6,1,0,5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,7.81156848934518
31.0,Yes,Travel_Rarely,1079,16,4,1,70,3,3,3,8161.0,19002,2,Y,13,3,1,80,3,10,2,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,9.00724451596575
29.0,No,Travel_Rarely,590,4,3,4,91,2,1,1,2109.0,10007,1,Y,13,3,3,80,1,1,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,7.6544432264701125
30.0,No,Travel_Rarely,305,16,3,3,58,4,2,3,5294.0,9128,3,Y,16,3,3,80,1,10,3,3,7,0,1,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,8.574518258035507
32.0,No,Non-Travel,953,5,4,2,65,3,1,2,2718.0,17674,2,Y,14,3,2,80,0,12,3,3,7,7,0,7,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,7.908019444632471
38.0,No,Travel_Rarely,833,18,3,2,60,1,2,4,5811.0,24539,3,Y,16,3,3,80,1,15,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,8.667680024690174
43.0,Yes,Travel_Frequently,807,17,3,3,38,2,1,3,2437.0,15587,9,Y,16,3,4,80,1,6,4,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,7.798933310041217
42.0,No,Travel_Rarely,855,12,3,2,57,3,1,2,2766.0,8952,8,Y,22,4,2,80,3,7,6,2,5,3,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,7.925518979786926
55.0,No,Travel_Rarely,478,2,3,3,60,2,5,1,16581.0,19805,8,Y,12,3,2,80,3,34,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,9.716073048676163
33.0,No,Non-Travel,775,4,3,4,90,3,2,2,3055.0,6194,5,Y,15,3,4,80,2,11,2,2,9,8,1,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,8.024862150286411
41.0,No,Travel_Rarely,548,9,4,3,94,3,1,1,2289.0,20520,1,Y,20,4,2,80,2,5,2,3,5,3,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,7.736307096548285
34.0,No,Non-Travel,1375,10,3,4,87,3,2,3,4001.0,12313,1,Y,14,3,3,80,1,15,3,3,15,14,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,8.294549515143679
53.0,No,Non-Travel,661,1,4,1,60,2,4,3,12965.0,22308,4,Y,20,4,4,80,3,27,2,2,3,2,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,9.470085825734941
43.0,No,Travel_Rarely,244,2,3,2,97,3,1,4,3539.0,5033,0,Y,13,3,2,80,0,10,5,3,9,7,1,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,8.17188200612782
